dialogue_id,conversation_transcript,label
44,"I: good morning . hows your day going ?
W: slow . school today , my lst year thank god .
I: high school or college ? i am eating sardines , my life is so exciting .
W: high school . i am going to med school after i finish . auburn u
I: that sounds nice , did not finish myself , spend my days with my dogs and cleaning theaters .
W: well i am only 17 , would rather do something with fashion though
I: why not do that instead ? why med school ?
W: cause my pops wants it . one of those things .
I: well it is a good career , better than my jaunt into competitive frisbee .
W: lol ! try racing a beetle , that was something dad said no to right away
I: yeah i can imagine . those are dangerous . just waite till your on your own .
W: i do not want that day to come . i want to hold onto my youth !
I: i do not blame you , i would rather go back to being a kid myself .
W: oh i miss the days of crayons being my hardest decision already
I: yeah wait as long as you can for the adult game .
W: he advice i have gotten thus far is tht credit scores are real
",1
45,"I: hi ! what are you up to ? i am listening to some rap while studying
W: hi , i am lucy . just getting ready for another day at the office
I: what do you do at the office ? i am studying to be a teacher
W: i am a secretary . that is neat , what subject do you want to teach
I: i want to teach kindergarten . i am 22 and have lots of energy
W: kindergarten would be fun ! do you play any sports
I: i play soccer , lacrosse and softball . anything active
W: i played soccer in college ! we won a cup one season
I: congratulations ! my friends and i are in a soccer league together .
W: that sounds like fun ! i just almost choked on a piece of candy
I: i know the heimlich so i could have helped you
W: i have never met anyone who knew that . do you like candy
I: yes i do ! smarties are my favorite . you ?
W: i like all candy ! those are pretty good . sour gummy worms are my favorite
I: be careful not to choke on them !
W: true , they could be quite hazardous
",1
46,"I: hi , want to be my friend ?
W: hello , sure why not ! how old are you ? i just turned 34
I: whoa . i am only 12 . what is it like to be old ?
W: my 2 kiddos are in kindergarten , they want to graduate at mississippi university like me
I: that is cool i guess . are they twins
W: no . only 12 ? so no job yet . i have done real estate 12 years now
I: ha . that is since i was a baby . i am a tae kwan do champ
W: must be a brutal 12 year old ! haha ! i try to do environmental work too .
I: yeah . my school does clean up projects
W: that is good . we should all take better care of the planet . we only have one .
I: now you sound like my science teacher
W: i hated science . i am a history buff . not american though , ancient history .
I: yeah history is cool . it is like a big story
W: exactly . and since i love to read then it makes better sense to me .
I: we are learning about the aztecs
W: they had a very advanced society . too bad the spaniards killed them all .
",1
47,"I: hi , want to be my friend ?
W: sure , i am darlene and i work 2 part time jobs right now .
I: hi darlene . 2 jobs must be hard . how do you relax ?
W: i do not much but i am a fan of anything fantasy so that helps .
I: you should try jazz music to unwind
W: i will try that , any hobbies , i want to try writing fantasy books .
I: i watch a lot of tv . the office is my favorite
W: i like that show to , greys anatomy is a favorite of mine , any kids or other person ?
I: nope just me . what would your book be about ?
W: i think a fantasy world something like avatar , i always wanted a part 2 .
I: like the blue people ? or like aang can save the world ?
W: the blue people , any hobbies for you ?
I: i collect new york tourist junk
W: sounds interesting , what is your favorite of your collection ?
I: i have a pretty cool snow globe with a moving ferry
W: wow sounds awesome , what do you do for a living ?
",1
48,"I: hi there how are you today ?
W: i am super swell , got home from a good day at work
I: oh what do you do for a living ?
W: i worl at my local petsmart , stocking heavy bags of food
I: so do you have any pets ?
W: yeah my dog lassie and my cat oliver
I: i do not have a pet but i do have a kid i think the world of
W: i am my dads world lol , he is a retired cop
I: that is cool . i am a kindergarten teacher
W: is your kid in your class ? that would be fun
I: no not yet she is a little to young
W: i love to go running , its my favorite passion . i wish i ran for a living
I: i am a bit of a fitness fanatic too in spite of my size .
W: something about sweating in public gets me pumped ya know ?
I: ok that is hilarious you win . i just like swimming
W: yeah swimming is really fun , works everything out
",1
49,"I: hi there ! just finished shopping ! love it !
W: hello how are you today
I: i love clothes and models ! cant wait to get to auburn to study it !
W: why are you taking so long to answer ?
I: why are others ? sorry . i love to drive beetles .
W: i like to get to know new people
I: i know plenty in high school i am 17 .
W: autumn is my favorite time of the year
I: nice ! this is my senior year in school , so i am enjoying fall .
W: that is great . i like to play ultimate frisbee
I: that took a while . i was going through my new clothes .
W: my parents do not live with me and i am sad .
I: taking you a while . do you play frisbee with your dog ?
W: they moved to bora bora last week
I: why did not you go with them ?
W: i could not leave my pet turtle timothy behind
",1
50,"I: Hi, I'm [User 1's name]. What's your name?
W: Hi, I'm [User 2's name]. It's nice to meet you.
I: Nice to meet you too. What are you interested in?
W: I like to meet new people, play ultimate frisbee, and spend time with my family.
I: Those are all great things to be interested in. I like to dance at the club, run a dog obedience school, and eat a lot of sweets.
W: That's interesting. I've never met anyone who runs a dog obedience school before.
I: It's a lot of fun. I get to work with dogs every day and help them learn how to behave.
W: That sounds like a great job. I love dogs.
I: Me too! They're the best.
W: I have a turtle named Timothy. He's my best friend.
I: I love turtles! I used to have a turtle when I was a kid.
W: That's awesome. What was its name?
I: His name was Leonardo. He was a red-eared slider.
W: I love the name Leonardo. It's so cool.
I: Thanks. I thought so too.
W: I'm glad we met. It's nice to talk to someone who likes dogs and turtles.
I: Me too. It's always nice to meet someone who has similar interests.
W: I hope we can hang out again sometime.
I: I'd love that. We can go play ultimate frisbee or get some ice cream.
W: That sounds like a plan.
I: Great. I'll text you later.
W: Sounds good. Bye.
I: Bye.",-1
51,"I: Hi there!
W: Hello.
I: I'm an old man with one leg. I used to be in the military. My wheelchair is modified to go very fast over many terrains.
W: That's interesting. How did you lose your leg?
I: I was in a war.
W: I'm sorry to hear that.
I: It's okay. It was a long time ago.
W: What do you do for fun?
I: I like to go for walks in my wheelchair. I also like to read and watch TV.
W: That sounds nice. I like to go for walks too. I also like to play golf.
I: I've never played golf.
W: It's a lot of fun. You should try it sometime.
I: I might have to.
W: You should. It's a great way to get exercise.
I: I'm not sure I'm athletic enough.
W: You don't have to be athletic to play golf. It's a game of skill.
I: I guess I could give it a try.
W: I'm sure you'd like it.
I: I'll have to see if I can find a golf course near me.
W: There's probably one near you. They're pretty common.
I: I'll have to look into it.
W: You should. It's a great way to meet people too.
I: That's a good point.
W: I know a lot of people who have made friends through golf.
I: I could definitely use some new friends.
W: Golf is a great way to make new friends.
I: I'll have to give it a try.",-1
52,"I: Hi! What do you do for work?
W: I work as a nurses aide in a nursing home.
I: Oh, that's nice! I'm a bit of a hypochondriac, so I'm always looking for people in the medical field to talk to.
W: Yeah, I love my job. It's really rewarding to help people.
I: I'm sure it is. I have a lot of respect for people in the medical field.
W: Thanks! What do you do for fun?
I: I like to travel and study abroad. I've been to a lot of different countries.
W: Wow, that sounds amazing! I've always wanted to travel, but I just haven't had the chance.
I: You should! It's so much fun to experience new cultures and meet new people.
W: I'll definitely keep that in mind. Do you have any pets?
I: I have two dogs and one cat. They're my best friends.
W: That's awesome! I love animals. I have two dogs and one cat too.
I: That's so cool! We should get together sometime and let our pets play together.
W: That sounds like a great idea! I'm free this weekend if you are.
I: This weekend works for me. Let's exchange numbers and we can figure out the details.
W: Sounds good",-1
53,"I: How are you doing today?
W: I'm doing well, thank you for asking. How about you?
I: I'm doing well too. I'm just a little tired. I have a lot on my mind.
W: I'm sorry to hear that. What's on your mind?
I: I'm just thinking about my future. I'm not sure what I want to do with my life.
W: That's a tough question. But it's important to think about it. What are you interested in?
I: I'm interested in a lot of things. I love to ride horses, and I'm also interested in working in labor and delivery.
W: That's great! I'm sure you'll find something you love to do.
I: I hope so. I'm just not sure where to start.
W: Well, you could start by talking to a career counselor. They can help you figure out what you're interested in and what kind of job you might want to pursue.
I: That's a great idea. I'll look into it.
W: You're welcome. I hope it works out for you.
I: Me too. Thanks for listening.
W: No problem. I'm always happy to help.",-1
54,"I: Hi there!
W: Hi there!
I: What do you like to do for fun?
W: I love animals, and I have two dogs.
I: That's great! I love animals too. I have a cat.
W: Oh, nice! What's your cat's name?
I: Her name is Mittens.
W: That's a cute name.
I: Thanks! What do you like to do with your dogs?
W: I like to take them for walks, play fetch with them, and cuddle with them.
I: That sounds like a lot of fun.
W: It is! I love spending time with my dogs.
I: What else do you like to do?
W: I like to watch movies and TV shows. I also like to read books.
I: That's cool! I like to do those things too.
W: What are some of your favorite movies and TV shows?
I: I like to watch a lot of different kinds of movies and TV shows. Some of my favorites are ""The Office"", ""The Simpsons"", ""Game of Thrones"", and ""The Lord of the Rings"".
W: Those are all great shows! I've seen most of them.
I: Have you seen any good movies lately?
W: I just saw ""The Batman"". It was really good.
I: I've heard good things about it. I'll have to check it out.
W: You should! It's a really good movie.
I: Thanks for the recommendation!
W: No problem!",-1
55,"I: Hi, I'm [user 1's name].
W: Hi, I'm [user 2's name].
I: Nice to meet you! What do you do for a living?
W: I'm a pediatrician.
I: Oh, that's great! I'm an attorney.
W: Really? That's cool. What kind of law do you practice?
I: I do family law.
W: Oh, interesting. I don't know much about family law.
I: It's a lot of work, but it's also very rewarding.
W: I can imagine. What do you like about it the most?
I: I like helping people and making a difference in their lives.
W: That's a great goal.
I: Thanks. What do you like about being a pediatrician?
W: I love working with kids. They're always so funny and honest.
I: I can imagine. I'm sure it's a lot of fun.
W: It is. I also like being able to help families with their children.
I: That's great. It sounds like you have a really rewarding job.
W: I do. I'm lucky to be a pediatrician.
I: Me too. What's your favorite music?
W: I love jazz.
I: Me too! I love the improvisation and the creativity.
W: I agree. It's so much fun to listen to.
I: What's your favorite band?
W: I love Miles Davis.
I: Me too! He's one of the greatest musicians of all time.
W: I agree. He's so talented.
I: What do you like to do for fun?
W: I love running, reading, and spending time with my family.
I: I love running too! It's so relaxing.
W: I agree. It's a great way to clear your head.
I: What kind of books do you like to read?
W: I like to read all kinds of books, but I especially like historical fiction and mystery novels.
I: Me too! I love historical fiction. I'm currently reading a book about the American Revolution.
W: That sounds really good! I've never read a book about the American Revolution.
I: You should! It's a really interesting time period.
W: I might have to check it out.
I: You should! It's a great read.",-1
56,"I: Hi there!
W: Hi!
I: What do you like to do for fun?
W: I like to work out, listen to rap music, and eat sushi.
I: That's cool! I like to go to the gym, listen to 80s music, and collect vintage 50s decorations.
W: Vintage 50s decorations? That's interesting! What kind of decorations do you collect?
I: I collect all kinds of things, like old signs, furniture, and clothes. I love the style of the 50s.
W: That's really cool! I've never seen any vintage 50s decorations before.
I: I have a whole room in my house dedicated to my collection. I'll have to show you sometime.
W: I'd love to see it!
I: Sure! So, what's your favorite type of rap music?
W: I like all kinds of rap music, but I mostly listen to old school hip hop.
I: Old school hip hop? That's great! I love that too. I like Run DMC, LL Cool J, and Public Enemy.
W: Me too! Those are some of my favorite artists.
I: I'm glad we have similar tastes in music.
W: Me too!
I: So, what do you do for work?
W: I'm a personal trainer. I help people get fit and healthy.
I: That's great! I'm sure you're a great trainer.
W: Thanks! I try my best.
I: So, how long have you been a personal trainer?
W: For about five years now.
I: Wow, that's a long time!
W: Yeah, it's been a good run.
I: So, what do you like most about being a personal trainer?
W: I love helping people reach their goals. It's so rewarding to see them make progress and improve their health.
I: That's a great answer.
W: Thanks!
I: Well, it was nice talking to you. I hope we can chat again soon.
W: Me too! It was nice talking to you too.",-1
57,"I: Hi! I'm [user 1's name].

W: Hi! I'm [user 2's name].

I: What do you do for fun?

W: I like to play sports, read, and go to the movies.

I: I like to play sports too! What sports do you play?

W: I play soccer and basketball.

I: I used to play soccer! I'm not very good at it, but I love it.

W: It's a great sport! I'm not very good at basketball, but I still enjoy playing it.

I: Me too! What do you like to read?

W: I like to read mysteries and thrillers.

I: I like to read those too! I also like to read historical fiction.

W: I've never read any historical fiction, but I've heard good things about it.

I: It's really good! It's like reading a story about the past.

W: I might have to check it out sometime.

I: You should! What do you like to do in your free time?

W: I like to go to the movies, hang out with friends, and play video games.

I: I like to do all those things too! I love going to the movies.

W: Me too! I love seeing new movies.

I: What's the last movie you saw?

W: I just saw ""The Batman"". It was really good!

I: I've heard good things about that movie! I'm going to see it soon.

W: You should! It's a great movie.

I: I'm glad we had this conversation! I feel like we have a lot in common.

W: Me too! I'm glad I met you.",-1
58,"I: I'm a short story writer.
W: What's your favorite thing about being a short story writer?
I: I love the challenge of distilling a story down to its essentials.
W: That makes sense. I write a lot of essays for my classes, and I always find it hard to cut down the length.
I: Yeah, it's hard to get rid of the unnecessary details. But it's worth it in the end when you have a tight, focused story.
W: Yeah, I guess you're right. I'm not sure what I'll do with my essays after I graduate, but maybe I'll try my hand at writing short stories.
I: You should! It's a lot of fun.
W: What's your favorite type of short story?
I: I like dark superhero stories.
W: Really? That's interesting. I've never been much of a superhero fan.
I: Yeah, I know they're not for everyone. But I like the way they can explore the darker side of human nature.
W: I can see that. I guess I'm just more of a light-hearted kind of person.
I: That's okay. There's plenty of room for both light and dark in the world of short stories.
W: Yeah, I guess you're right. So, what's your favorite dark superhero story?
I: It's hard to say, but I'm really a fan of the Watchmen.
W: I've heard good things about that one. I'll have to check it out.
I: You should! It's a great read.
W: Thanks for the recommendation.
I: No problem.",-1
59,"I: Hi there! I'm [username].
W: Hello! I'm [username].
I: Where are you from?
W: I'm from Colorado.
I: Oh, nice! I'm from Ohio.
W: Cool! What do you do for fun?
I: I like to go hiking, camping, and fishing.
W: I love hiking and fishing too! I'm also allergic to shellfish.
I: Oh, that's too bad. I love shellfish.
W: Yeah, it is. But I can still eat fish and other seafood.
I: That's good!
W: What do you do for work?
I: I'm an accountant.
W: Oh, cool! I work for a company that rents properties.
I: That sounds interesting.
W: It is. I get to meet a lot of different people.
I: That's good.
W: Do you have any kids?
I: Yes, I have two boys.
W: Oh, that's great!
I: Yeah, they're my pride and joy.
W: I bet.
I: So, what do you like to do for fun?
W: I like to go hunting, fishing, and working on cars.
I: Oh, that's cool! I like to go hiking, camping, and fishing.
W: We should go fishing sometime.
I: That would be fun!
W: I'll bring my boat.
I: Great! I'll bring the snacks.
W: Sounds like a plan.",-1
60,"I: Hi!
W: Hi there!
I: What do you like to do for fun?
W: I like to read mysteries, go for walks, and spend time with my family.
I: Oh, I like to read mysteries too! What are some of your favorite authors?
W: I like Agatha Christie, Mary Higgins Clark, and James Patterson.
I: Me too! I love Agatha Christie's Poirot novels.
W: Me too! They're so well-written.
I: What are you reading right now?
W: I'm reading a book called The Silent Patient by Alex Michaelides.
I: Oh, I've heard good things about that book.
W: It's really good! I'm about halfway through it and I can't put it down.
I: I'm glad to hear that. I'll have to check it out.
W: You should! It's a great mystery.
I: Do you have any plans for the weekend?
W: Not really, I'm just going to relax and catch up on some reading.
I: That sounds nice. I'm going to be busy with school work.
W: Oh, I know how that is. I'm always busy with work.
I: I'm going to be a teacher, so I have to study a lot.
W: That's great! I'm sure you'll be a great teacher.
I: Thanks! I hope so.
W: I'm sure you will be. You seem like a very smart and caring person.
I: Thank you! That's very kind of you to say.
W: You're welcome! I'm glad we met.
I: Me too!",-1
61,"I: Hey, what's up?
W: Not much, just working on some crafts.
I: Cool, what kind of crafts do you like to do?
W: I like to make jewelry, soaps, and candles.
I: Oh, that's cool. I've always wanted to try making jewelry.
W: It's really easy! There are a lot of tutorials online.
I: Maybe I'll give it a try sometime.
W: You should! It's a lot of fun.
I: So, what do you do for a living?
W: I'm a stay-at-home mom.
I: Oh, that must be fun.
W: It is, but it can also be challenging.
I: I can imagine. Do you have any kids?
W: I have one son.
I: Oh, how old is he?
W: He's four years old.
I: Aw, that's adorable.
W: He's a handful, but I love him.
I: It sounds like you have a great life.
W: I do, thanks.
I: So, what are your hobbies?
W: I like to read, garden, and watch football.
I: Oh, that's cool. I like to read too. What kind of books do you like to read?
W: I like to read historical fiction and mysteries.
I: Oh, that's cool. I like to read historical fiction too.
W: What's your favorite historical fiction book?
I: I don't know if I have a favorite, but I really liked ""The Scarlet Pimpernel"" by Baroness Orczy.
W: Oh, I love that book! I've read it a few times.
I: It's a great book.
W: So, what do you do for a living?
I: I work in a factory.
W: Oh, that must be interesting.
I: It is, but it can also be challenging.
W: I can imagine. What's your favorite part of your job?
I: I like the people I work with.
W: That's great.
I: Yeah, it is.
W: So, what do you like to do for fun?
I: I like to watch football, play video games, and hang out with my friends.
W: Oh, that's cool. I like to watch football too.
I: What's your favorite team?
W: I'm a big fan of the Ohio State Buckeyes.
I: Oh, nice! I'm a fan of the Washington Redskins.
W: Oh, that's cool. I've always liked the Redskins.
I: Yeah, they're a good team.
W: Yeah, they are.",-1
62,"I: Hi, I'm [user 1 name].
W: Hi, I'm [user 2 name].
I: What do you do for a living?
W: I'm a registered nurse at a pediatric hospital.
I: Oh, that's cool. I'm a kennel cleaner at an animal shelter.
W: Oh, that's interesting. What's that like?
I: It's a lot of work, but it's also really rewarding. I love working with animals.
W: That's great. I love animals too. Do you have any pets?
I: I have a cat and a dog.
W: Oh, that's great. What are their names?
I: My cat's name is Mittens, and my dog's name is Toby.
W: Those are great names.
I: Thanks. What's your favorite food?
W: My favorite food is pizza.
I: Mine too! I love pizza.
W: What's your favorite type of pizza?
I: I like pepperoni and pineapple.
W: Oh, that's a good combination.
I: I also like bacon and green peppers.
W: I've never tried that before, but it sounds good.
I: It is. It's my favorite.
W: Well, I'm glad we have something in common.
I: Me too.
W: So, what do you like to do for fun?
I: I like to read, go for walks, and spend time with my pets.
W: That sounds like fun. I like to read, go for walks, and watch movies.
I: Oh, I like movies too. What's your favorite movie?
W: My favorite movie is One Tree Hill.
I: I've never seen that. Is it good?
W: It's a great show. It's about a group of friends who grow up together in North Carolina.
I: Oh, that sounds interesting. I might have to check it out.
W: I think you would like it.
I: I'm glad we're getting to know each other.
W: Me too.
I: I'm having a good time chatting with you.
W: Me too.
I: I'm glad to hear that.",-1
63,"I: Hi, I'm [name].
W: Hi [name], I'm [name].
I: It's nice to meet you! What do you like to do for fun?
W: I like to go hiking, read, and play video games.
I: Oh, that sounds fun! I like to hike and play video games too.
W: Cool! What's your favorite video game?
I: My favorite video game is probably The Legend of Zelda: Breath of the Wild.
W: Oh, I love that game! It's so beautiful.
I: Yeah, it is! What's your favorite part about it?
W: I love the exploration and the freedom to do whatever you want.
I: Me too! It's so much fun to just wander around and discover new things.
W: Yeah, it is! So, what else do you like to do for fun?
I: I like to go to the movies, go out to eat, and spend time with my friends and family.
W: Cool! I like to do those things too.
I: So, where are you from?
W: I'm from Ohio.
I: Oh, cool! I've never been to Ohio.
W: You should come visit! There's a lot to see and do here.
I: I might just do that!
W: You won't regret it.
I: I'm sure I won't! So, what do you do for work?
W: I'm an accountant.
I: Oh, cool! I've always been curious about accounting.
W: It's not as exciting as it seems, but it's a good job.
I: I'm sure it is. So, what's your family like?
W: I have two boys and I'm a single mom.
I: Oh, that must be tough.
W: It can be, but it's also very rewarding.
I: I'm sure it is. So, what do you like to do with your kids?
W: We like to go to the park, go swimming, and play games.
I: That sounds like a lot of fun!
W: It is! So, what do you think? Do you want to exchange numbers?
I: Sure, that would be great!",-1
64,"I: Hello, my name is [user 1 name].
W: Hello, my name is [user 2 name].
I: It's nice to meet you. Where do you live?
W: I live under the sea.
I: Under the sea? That sounds amazing! What's it like there?
W: It's beautiful and peaceful. There are so many different kinds of sea creatures to meet and learn about.
I: That sounds like a lot of fun. I've always wanted to see the sea creatures up close.
W: Maybe one day you can come and visit me. I'd be happy to show you around.
I: I would love that. Thank you for the invitation.
W: You're welcome. So, what do you do for a living?
I: I'm a carpenter. I build houses and other structures.
W: That sounds like a challenging job.
I: It can be, but it's also very rewarding.
W: I'm sure it is. I'm impressed that you're able to build things with your hands. I can barely even hammer a nail.
I: It takes a lot of practice, but it's not too difficult once you get the hang of it.
W: Maybe you could teach me how to hammer a nail sometime.
I: Sure, I'd be happy to.
W: Thanks, I would appreciate it.
I: No problem. So, what do you do for fun?
W: I like to explore the sea and learn about all the different sea creatures. I also like to play with my friends.
I: That sounds like a lot of fun. I wish I could explore the sea. I've never been diving.
W: You should try it sometime. It's amazing.
I: I will. Thanks for the suggestion.
W: You're welcome. It was nice talking to you.
I: You too. Have a nice day.
W: You too.",-1
65,"I: Hello! I'm (name), and I'm from California.
W: Hi (name), I'm (name), and I'm from Canada.
I: Oh, that's cool! I've always wanted to go to Canada.
W: You should! It's a beautiful country.
I: I'm sure it is. What's it like there?
W: It's very diverse, with lots of different cultures and landscapes.
I: That sounds amazing. I'd love to see it one day.
W: You definitely should!
I: So, what do you like to do for fun?
W: I like to code, play video games, and watch movies.
I: Oh, I like to code too! What kind of code do you write?
W: I mostly do web development.
I: That's cool. I've never tried web development before.
W: It's pretty fun. You should give it a try.
I: I might just do that.
W: So, what do you do for a living?
I: I'm a fashion model and actor.
W: Oh, that's cool! I've always wanted to be a model.
I: It's not as glamorous as it seems.
W: I can imagine.
I: So, what are you doing this weekend?
W: I'm not sure yet. Maybe I'll go out with friends.
I: That sounds like fun.
W: Yeah, it should be.
I: Well, it was nice talking to you.
W: You too. Maybe we can chat again sometime.
I: Yeah, that would be fun.",-1
66,"I: Hi!
W: Hello!
I: What do you like to do for fun?
W: I like to ride horses.
I: That's cool! I've always wanted to learn how to ride a horse.
W: It's a lot of fun, but it can be dangerous.
I: What do you like about it?
W: I like the feeling of freedom and the challenge of it.
I: I can imagine. It must be really exhilarating.
W: It is. I love being on horseback.
I: So, what's your favorite part about riding a horse?
W: I like the feeling of being in control of a powerful animal. It's a really amazing experience.
I: I can imagine. It must be really empowering.
W: It is. It's a great feeling.
I: So, what are your plans for the future?
W: I'm hoping to retire someday soon.
I: That's great! I'm sure you'll enjoy it.
W: I think I will. I'm looking forward to spending more time with my family and friends.
I: That sounds like a great plan.
W: It is. I'm excited for the future.
I: I'm glad to hear it.",-1
67,"I: What did you do for work in high school?
W: I worked at Hollister.
I: Oh, how was that?
W: It was pretty fun. I got to hang out with all my friends and we made a lot of money.
I: Cool! I've never worked there before.
W: You should! It's a great place to work.
I: I might have to look into it.
W: You should!
I: What do you want to do for a career?
W: I want to be a fashion designer.
I: That's awesome! I love fashion.
W: Me too! I've always loved clothes and design.
I: What kind of fashion do you like?
W: I like all kinds of fashion, but I'm really into street style.
I: I love street style too! It's so creative and expressive.
W: Me too! I love how it can be so different and unique.
I: So, how do you plan on becoming a fashion designer?
W: I'm going to go to college for fashion design and then I'm going to intern at a fashion house.
I: That sounds like a great plan.
W: I think so too! I'm really excited about my future.
I: I'm sure you'll be great!
W: Thanks!
I: So, what do you think about having children?
W: I want children badly but not right now.
I: I understand. It's a big decision.
W: It is. I want to be sure that I'm ready for them before I have them.
I: That's a good idea.
W: Thanks.
I: So, what are your parents like?
W: My parents were always gone when I was growing up.
I: Oh, that must have been tough.
W: It was. I missed them a lot.
I: I'm sorry to hear that.
W: It's okay. I'm used to it now.",-1
68,"I: Hi! I'm a hair stylist.
W: Hi! I'm a stay-at-home mom of 3.
I: What do you like to do for fun?
W: I love to cook, and I have three cats.
I: Oh, I love cooking too! What's your favorite thing to cook?
W: I love making homemade pasta.
I: That sounds delicious! I've never made homemade pasta before.
W: It's not hard at all. You just need flour, water, and eggs.
I: I might have to give that a try sometime.
W: You should! It's a lot of fun.
I: So, what do you do for fun?
W: I like to read, go to the park with my kids, and play with my cats.
I: Oh, I love to read too! What's your favorite book?
W: I love ""To Kill a Mockingbird"" by Harper Lee.
I: That's a great book! I love the way it explores the themes of racism and prejudice.
W: Me too! It's a classic for a reason.
I: So, what do you do for work?
W: I'm a stay-at-home mom.
I: Oh, that must be a lot of work.
W: It is, but it's also very rewarding.
I: I'm sure it is. I don't have any kids, but I can imagine how much work it must be to take care of three children.
W: It is a lot of work, but it's also very rewarding. I love watching my kids grow and learn.
I: I'm sure you do. It sounds like you're a great mom.
W: Thank you! I try my best.",-1
69,"I: Hi! What do you like to do for fun?
W: I like to walk, read, and quilt. I also have a Siamese cat.
I: That's cool! I like to walk too, and I love reading. I don't know anything about quilting, though.
W: Quilting is a lot of fun! It's a great way to relax and be creative.
I: I'm sure it is. I might have to try it sometime.
W: You should! It's not as hard as it looks.
I: I'll keep that in mind. What's your favorite thing about quilting?
W: I love the feeling of creating something beautiful with my own hands. And I love the way it makes my home feel cozy and warm.
I: That sounds really nice. I'm glad you enjoy it.
W: Thanks! What's your favorite thing to do for fun?
I: I like to go to concerts and listen to music. I also like to play video games.
W: That's cool! I used to play video games all the time when I was younger.
I: I still do! I love playing video games.
W: What are some of your favorite video games?
I: I like to play open-world games, like Skyrim and The Witcher 3. I also like to play action games, like Doom and Battlefield.
W: Those sound like fun games. I've never played them before, but I might have to try them out.
I: You should! They're really great games.
W: Thanks for the recommendation! I'm always looking for new games to play.
I: No problem! I'm happy to help.",-1
70,"I: Hi, I'm [user 1's name].
W: Hi, I'm [user 2's name].
I: Nice to meet you. What do you do for fun?
W: I like to run, play music, and read.
I: That's cool. I like to run too. What kind of music do you play?
W: I play guitar and sing. I'm in a band.
I: That's awesome! What kind of music do you play?
W: We play a mix of rock and blues.
I: That sounds cool. I'd love to hear you play sometime.
W: We're playing at a local bar next week. You should come check us out.
I: I'll try to make it.
W: Cool.
I: What do you like about living in [user 1's city]?
W: I like the people. They're friendly and down-to-earth.
I: I agree. I like the people here too.
W: What do you do for work?
I: I'm a software engineer.
W: That's cool. I've always been interested in software engineering.
I: It's a great field. I enjoy it a lot.
W: So, what do you like to do in your free time?
I: I like to read, go for walks, and spend time with my family.
W: That sounds like a nice life.
I: It is. I'm happy with it.
W: I'm glad to hear that.",-1
71,"I: Hi, my name is [user 1].
W: Hi, I'm [user 2].
I: What are you doing today?
W: I'm just working.
I: Oh, what do you do for work?
W: I'm a nurse.
I: That's interesting. I've always wanted to be a nurse.
W: It's a great job.
I: I bet it is. I love helping people.
W: That's why I'm a nurse.
I: I'm a student myself. I'm studying to be a lawyer.
W: That's a great job too.
I: Thanks. I'm really excited about it.
W: I'm sure you'll do great.
I: Thanks. I hope so.
W: So, what do you like to do for fun?
I: I love traveling and going on adventures.
W: That sounds fun. I've never been on an adventure.
I: You should! It's a great way to see the world.
W: Maybe I will.
I: I have a dog named Max. He's a great dog.
W: I hate cats.
I: Really? Why?
W: I just don't like them.
I: That's too bad. I love cats.
W: I know a lot of people who love cats.
I: I guess they're just not for me.
W: That's fine. I'm just glad you're not a cat person.
I: Me too. I'm not very good with cats.
W: That's okay. I'm sure you're a great person.
I: Thanks. I try to be.
W: I can tell.",-1
72,"I: Hi, I'm [name]. What's your name?
W: Hi, I'm [name].
I: It's nice to meet you, [name]. What do you do for a living?
W: I'm a hair stylist.
I: Oh, that's cool! I've never met a hair stylist before.
W: Really? What do you do for a living?
I: I'm an environmentalist.
W: Oh, that's interesting! What kind of work do you do?
I: I work on a lot of different projects, but I mostly focus on protecting our natural resources.
W: That's really important work.
I: Thanks! It's something I'm passionate about.
W: So, what's your favorite thing about being an environmentalist?
I: I love being able to make a difference in the world. I also love working with other people who are passionate about the same things I am.
W: That's awesome.
I: So, what's your favorite thing about being a hair stylist?
W: I love being able to make people feel good about themselves. I also love the creativity involved in hair styling.
I: That's great.
W: So, what do you like to do for fun?
I: I like to go hiking, camping, and fishing. I also like to spend time with my family and friends.
W: That sounds like fun.
I: So, what's your favorite holiday?
W: My favorite holiday is Christmas. I love spending time with my family and friends and opening presents.
I: That's my favorite holiday too!
W: It's great to meet someone who has the same favorite holiday as me.
I: Me too.",-1
73,"I: Hi! My name is Sarah.
W: Hi Sarah, I'm John.
I: It's nice to meet you, John. What do you do for fun?
W: I like to build model spaceships and play fantasy videogames.
I: That sounds like a lot of fun! I like to visit zoos and I have a large collection of teddy bears.
W: Really? That's cool! I've never been to a zoo, but I've always wanted to go.
I: You should! They're really fun. You can see all sorts of animals, like lions, tigers, and bears.
W: That sounds awesome! I'll have to check out a zoo sometime.
I: You should! I'm sure you'd love it.
W: Thanks for the recommendation!
I: No problem!
W: So, what do you do for work?
I: I'm a nurse. I love my job. It's really rewarding to help people.
W: That's really great! My mom is a medical doctor, so I know a little bit about the medical field.
I: That's awesome! What does your mom do?
W: She's a pediatrician. She works with kids.
I: That's really cool! I bet she loves her job.
W: Yeah, she does. She's really good at it.
I: I'm sure she is!
W: Thanks!
I: You're welcome!",-1
